date,TrafficCount (#) 
3/6/20 12:30,22894
3/6/20 13:30,32960
3/6/20 14:30,37812
3/6/20 15:30,31160
3/6/20 16:30,27808
3/6/20 17:30,20335
3/6/20 18:30,14611
3/6/20 19:30,10459
3/6/20 20:30,5589
3/6/20 21:30,4760
3/6/20 22:30,2978
3/6/20 23:30,1892
3/7/20 0:30,1872
3/7/20 1:30,1347
3/7/20 2:30,1126
3/7/20 3:30,806
3/7/20 4:30,594
3/7/20 5:30,683
3/7/20 6:30,955
3/7/20 7:30,988
3/7/20 8:30,1547
3/7/20 9:30,1549
3/7/20 10:30,1502
3/7/20 11:30,1593
3/7/20 12:30,1861
3/7/20 13:30,1307
3/7/20 14:30,1163
3/7/20 15:30,1237
3/7/20 16:30,1245
3/7/20 17:30,885
3/7/20 18:30,1095
3/7/20 19:30,661
3/7/20 20:30,720
3/7/20 21:30,713
3/7/20 22:30,502
3/7/20 23:30,824
3/8/20 0:30,556
3/8/20 1:30,447
3/8/20 2:30,147
3/8/20 3:30,200
3/8/20 4:30,251
3/8/20 5:30,407
3/8/20 6:30,294
3/8/20 7:30,306
3/8/20 8:30,497
3/8/20 9:30,929
3/8/20 10:30,725
3/8/20 11:30,782
3/8/20 12:30,354
3/8/20 13:30,803
3/8/20 14:30,1135
3/8/20 15:30,701
3/8/20 16:30,1607
3/8/20 17:30,1478
3/8/20 18:30,790
3/8/20 19:30,1171
3/8/20 20:30,1600
3/8/20 21:30,2097
3/8/20 22:30,1560
3/8/20 23:30,479
3/9/20 0:00,479
3/9/20 0:30,768
3/9/20 1:30,426
3/9/20 2:30,166
3/9/20 3:30,362
3/9/20 4:30,336
3/9/20 5:30,1110
3/9/20 6:30,2074
3/9/20 7:30,4372
3/9/20 8:30,14993
3/9/20 9:30,29169
3/9/20 10:30,44151
3/9/20 11:30,58747
3/9/20 12:30,40942
3/9/20 13:30,35389
3/9/20 14:30,32188
3/9/20 15:30,26018
3/9/20 16:30,27765
3/9/20 17:30,20000
3/9/20 18:30,13956
3/9/20 19:30,8746
3/9/20 20:30,5319
3/9/20 21:30,3187
3/9/20 22:30,2949
3/9/20 23:30,1483
3/10/20 0:30,1068
3/10/20 1:30,447
3/10/20 2:30,586
3/10/20 3:30,469
3/10/20 4:30,335
3/10/20 5:30,1025
3/10/20 6:30,993
3/10/20 7:30,2598
3/10/20 8:30,6496
3/10/20 9:30,9988
3/10/20 10:30,15011
3/10/20 11:30,15342
3/10/20 12:30,12343
3/10/20 13:30,12062
3/10/20 14:30,12934
3/10/20 15:30,10550
3/10/20 16:30,8496
3/10/20 17:30,6816
3/10/20 18:30,5233
3/10/20 19:30,3874
3/10/20 20:30,3035
3/10/20 21:30,2517
3/10/20 22:30,1407
3/10/20 23:30,907
3/11/20 0:30,773
3/11/20 1:30,565
3/11/20 2:30,416
3/11/20 3:30,249
3/11/20 4:30,321
3/11/20 5:30,874
3/11/20 6:30,1418
3/11/20 7:30,3660
3/11/20 8:30,10616
3/11/20 9:30,19776
3/11/20 10:30,31721
3/11/20 11:30,37448
3/11/20 12:30,25994
3/11/20 13:30,30821
3/11/20 14:30,27548
3/11/20 15:30,22621
3/11/20 16:30,25974
3/11/20 17:30,21216
3/11/20 18:30,14491
3/11/20 19:30,8051
3/11/20 20:30,4708
3/11/20 21:30,3911
3/11/20 22:30,2939
3/11/20 23:30,1709
3/12/20 0:30,965
3/12/20 1:30,519
3/12/20 2:30,987
3/12/20 3:30,421
3/12/20 4:30,308
3/12/20 5:30,910
3/12/20 6:30,1143
3/12/20 7:30,2856
3/12/20 8:30,1442
3/12/20 9:30,21351
3/12/20 10:30,36031
3/12/20 11:30,39335
3/12/20 12:30,43397
3/12/20 13:30,45140
3/12/20 14:30,31253
3/12/20 15:30,30973
3/12/20 16:30,27127
3/12/20 17:30,21572
3/12/20 18:30,18339
3/12/20 19:30,11321
3/12/20 20:30,6233
3/12/20 21:30,4484
3/12/20 22:30,3004
3/12/20 23:30,2051
3/13/20 0:30,917
3/13/20 1:30,652
3/13/20 2:30,425
3/13/20 3:30,335
3/13/20 4:30,379
3/13/20 5:30,461
3/13/20 6:30,1706
3/13/20 7:30,4740
3/13/20 8:30,12057
3/13/20 9:30,23898
3/13/20 10:30,39638
3/13/20 11:30,38801
3/13/20 12:30,28938
3/13/20 13:30,29822
3/13/20 14:30,31237
3/13/20 15:30,30014
3/13/20 16:30,25873
3/13/20 17:30,19518
3/13/20 18:30,16028
3/13/20 19:30,11390
3/13/20 20:30,6576
3/13/20 21:30,4686
3/13/20 22:30,2770
3/13/20 23:30,1335
3/14/20 0:30,679
3/14/20 1:30,622
3/14/20 2:30,424
3/14/20 3:30,444
3/14/20 4:30,348
3/14/20 5:30,463
3/14/20 6:30,494
3/14/20 7:30,710
3/14/20 8:30,1161
3/14/20 9:30,1393
3/14/20 10:30,1363
3/14/20 11:30,1824
3/14/20 12:30,1357
3/14/20 13:30,1483
3/14/20 14:30,1333
3/14/20 15:30,1561
3/14/20 16:30,1085
3/14/20 17:30,1569
3/14/20 18:30,1012
3/14/20 19:30,590
3/14/20 20:30,733
3/14/20 21:30,669
3/14/20 22:30,729
3/14/20 23:30,369
3/15/20 0:30,261
3/15/20 1:30,289
3/15/20 2:30,201
3/15/20 3:30,102
3/15/20 4:30,154
3/15/20 5:30,129
3/15/20 6:30,171
3/15/20 7:30,712
3/15/20 8:30,601
3/15/20 9:30,1314
3/15/20 10:30,810
3/15/20 11:30,964
3/15/20 12:30,1042
3/15/20 13:30,1344
3/15/20 14:30,1587
3/15/20 15:30,1718
3/15/20 16:30,1613
3/15/20 17:30,1131
3/15/20 18:30,1341
3/15/20 19:30,841
3/17/20 22:30,2899
3/17/20 23:30,987
3/18/20 0:30,1357
3/18/20 1:30,543
3/18/20 2:30,415
3/18/20 3:30,204
3/18/20 4:30,269
3/18/20 5:30,534
3/18/20 6:30,859
3/18/20 7:30,3420
3/18/20 8:30,10742
3/18/20 9:30,19445
3/18/20 10:30,26798
3/18/20 11:30,39088
3/18/20 12:30,31234
3/18/20 13:30,25503
3/18/20 14:30,23253
3/18/20 15:30,22987
3/18/20 16:30,19517
3/18/20 17:30,15856
3/18/20 18:30,19193
3/18/20 19:30,20977
3/18/20 20:30,9378
3/18/20 21:30,4778
3/18/20 22:30,4535
3/18/20 23:30,2481
3/19/20 0:30,1191
3/19/20 1:30,674
3/19/20 2:30,408
3/19/20 3:30,254
3/19/20 4:30,448
3/19/20 5:30,707
3/19/20 6:30,1178
3/19/20 7:30,3289
3/19/20 8:30,8250
3/19/20 9:30,16639
3/19/20 10:30,29475
3/19/20 11:30,44897
3/19/20 12:30,43432
3/19/20 13:30,30688
3/19/20 14:30,25987
3/19/20 15:30,20885
3/19/20 16:30,19575
3/19/20 17:30,16740
3/19/20 18:30,15511
3/19/20 19:30,11000
3/19/20 20:30,7560
3/19/20 21:30,6047
3/19/20 22:30,4509
3/19/20 23:30,2041
3/20/20 0:30,1450
3/20/20 1:30,733
3/20/20 2:30,462
3/20/20 3:30,138
3/20/20 4:30,334
3/20/20 5:30,955
3/20/20 6:30,1524
3/20/20 7:30,4759
3/20/20 8:30,11150
3/20/20 9:30,27329
3/20/20 10:30,35937
3/20/20 11:30,36806
3/20/20 12:30,26442
3/20/20 13:30,24379
3/20/20 14:30,29888
3/20/20 15:30,29098
3/20/20 16:30,25680
3/20/20 17:30,21904
3/20/20 18:30,17333
3/20/20 19:30,12026
3/20/20 20:30,7882
3/20/20 21:30,4187
3/20/20 22:30,3190
3/20/20 23:30,1622
3/21/20 0:30,810
3/21/20 1:30,832
3/21/20 2:30,699
3/21/20 3:30,303
3/21/20 4:30,279
3/21/20 5:30,480
3/21/20 6:30,387
3/21/20 7:30,540
3/21/20 8:30,932
3/21/20 9:30,1545
3/21/20 10:30,2116
3/21/20 11:30,2417
3/21/20 12:30,1980
3/21/20 13:30,1816
3/21/20 14:30,2104
3/21/20 15:30,2653
3/21/20 16:30,1643
3/21/20 17:30,1501
3/21/20 18:30,1654
3/21/20 19:30,1356
3/21/20 20:30,1406
3/21/20 21:30,1121
3/21/20 22:30,1449
3/21/20 23:30,815
3/22/20 0:30,191
3/22/20 1:30,122
3/22/20 2:30,168
3/22/20 3:30,66
3/22/20 4:30,82
3/22/20 5:30,70
3/22/20 6:30,199
3/22/20 7:30,1128
3/22/20 8:30,1044
3/22/20 9:30,1416
3/22/20 10:30,2230
3/22/20 11:30,2188
3/22/20 12:30,3130
3/22/20 13:30,1309
3/22/20 14:30,1725
3/22/20 15:30,1925
3/22/20 16:30,1309
3/22/20 17:30,2572
3/22/20 18:30,2206
3/22/20 19:30,3076
3/22/20 20:30,2079
3/22/20 21:30,2038
3/22/20 22:30,2194
3/22/20 23:30,1750
3/23/20 0:00,1750
3/23/20 0:30,861
3/23/20 1:30,607
3/23/20 2:30,43
3/23/20 3:30,142
3/23/20 4:30,269
3/23/20 5:30,706
3/23/20 6:30,2275
3/23/20 7:30,4930
3/23/20 8:30,15459
3/23/20 9:30,27934
3/23/20 10:30,33592
3/23/20 11:30,32651
3/23/20 12:30,31691
3/23/20 13:30,19544
3/23/20 14:30,27898
3/23/20 15:30,27535
3/23/20 16:30,22721
3/23/20 17:30,21229
3/23/20 18:30,15291
3/23/20 19:30,12236
3/23/20 20:30,7623
3/23/20 21:30,5929
3/23/20 22:30,3742
3/23/20 23:30,1531
3/24/20 0:30,1462
3/24/20 1:30,806
3/24/20 2:30,311
3/24/20 3:30,270
3/24/20 4:30,245
3/24/20 5:30,596
3/24/20 6:30,1461
3/24/20 7:30,3471
3/24/20 8:30,9593
3/24/20 9:30,22149
3/24/20 10:30,30571
3/24/20 11:30,30508
3/24/20 12:30,23310
3/24/20 13:30,21317
3/24/20 14:30,21843
3/24/20 15:30,33043
3/24/20 16:30,19201
3/24/20 17:30,13313
3/24/20 18:30,16533
3/24/20 19:30,9103
3/24/20 20:30,6809
3/24/20 21:30,5999
3/24/20 22:30,4673
3/24/20 23:30,2486
3/25/20 0:30,2066
3/25/20 1:30,853
3/25/20 2:30,275
3/25/20 3:30,173
3/25/20 4:30,326
3/25/20 5:30,398
3/25/20 6:30,1243
3/25/20 7:30,1576
3/25/20 8:30,2701
3/25/20 9:30,4674
3/25/20 10:30,8026
3/25/20 11:30,8184
3/25/20 12:30,7854
3/25/20 13:30,7023
3/25/20 14:30,8121
3/25/20 15:30,7881
3/25/20 16:30,7016
3/25/20 17:30,5755
3/25/20 18:30,6303
3/25/20 19:30,4606
3/25/20 20:30,4796
3/25/20 21:30,3643
3/25/20 22:30,3305
3/25/20 23:30,1204
3/26/20 0:30,904
3/26/20 1:30,697
3/26/20 2:30,234
3/26/20 3:30,126
3/26/20 4:30,318
3/26/20 5:30,457
3/26/20 6:30,930
3/26/20 7:30,3383
3/26/20 8:30,12443
3/26/20 9:30,23001
3/26/20 10:30,36445
3/26/20 11:30,35722
3/26/20 12:30,28641
3/26/20 13:30,20600
3/26/20 14:30,23239
3/26/20 15:30,21242
3/26/20 16:30,31738
3/26/20 17:30,18223
3/26/20 18:30,16794
3/26/20 19:30,11800
3/26/20 20:30,45328
3/26/20 21:30,71925
3/26/20 22:30,27066
3/26/20 23:30,2218
3/27/20 0:30,731
3/27/20 1:30,753
3/27/20 2:30,469
3/27/20 3:30,203
3/27/20 4:30,221
3/27/20 5:30,522
3/27/20 6:30,1326
3/27/20 7:30,3045
3/27/20 8:30,8697
3/27/20 9:30,17413
3/27/20 10:30,26461
3/27/20 11:30,27261
3/27/20 12:30,22972
3/27/20 13:30,17923
3/27/20 14:30,21636
3/27/20 15:30,20036
3/27/20 16:30,16867
3/27/20 17:30,15984
3/27/20 18:30,14059
3/27/20 19:30,9762
3/27/20 20:30,6876
3/27/20 21:30,4484
3/27/20 22:30,3123
3/27/20 23:30,2196
3/28/20 0:30,1204
3/28/20 1:30,577
3/28/20 2:30,286
3/28/20 3:30,111
3/28/20 4:30,234
3/28/20 5:30,278
3/28/20 6:30,429
3/28/20 7:30,438
3/28/20 8:30,697
3/28/20 9:30,1700
3/28/20 10:30,3726
3/28/20 11:30,2680
3/28/20 12:30,2331
3/28/20 13:30,2231
3/28/20 14:30,1213
3/28/20 15:30,1947
3/28/20 16:30,1514
3/28/20 17:30,2064
3/28/20 18:30,2239
3/28/20 19:30,2308
3/28/20 20:30,1591
3/28/20 21:30,1832
3/28/20 22:30,1263
3/28/20 23:30,785
3/29/20 0:30,213
3/29/20 1:30,323
3/29/20 2:30,300
3/29/20 3:30,60
3/29/20 4:30,89
3/29/20 5:30,208
3/29/20 6:30,268
3/29/20 7:30,543
3/29/20 8:30,643
3/29/20 9:30,1692
3/29/20 10:30,2614
3/29/20 11:30,1985
3/29/20 12:30,2046
3/29/20 13:30,1970
3/29/20 14:30,2512
3/29/20 15:30,3332
3/29/20 16:30,1876
3/29/20 17:30,3074
3/29/20 18:30,3777
3/29/20 19:30,3264
3/29/20 20:30,1939
3/29/20 21:30,1929
3/29/20 22:30,1527
3/29/20 23:30,870
3/30/20 0:00,870
3/30/20 0:30,345
3/30/20 1:30,308
3/30/20 2:30,168
3/30/20 3:30,108
3/30/20 4:30,117
3/30/20 5:30,484
3/30/20 6:30,1169
3/30/20 7:30,3862
3/30/20 8:30,12665
3/30/20 9:30,22055
3/30/20 10:30,26388
3/30/20 11:30,30658
3/30/20 12:30,25011
3/30/20 13:30,18613
3/30/20 14:30,19403
3/30/20 15:30,19646
3/30/20 16:30,15926
3/30/20 17:30,17352
3/30/20 18:30,11527
3/30/20 19:30,9631
3/30/20 20:30,6416
3/30/20 21:30,5375
3/30/20 22:30,4036
3/30/20 23:30,3034
3/31/20 0:30,1349
3/31/20 1:30,377
3/31/20 2:30,250
3/31/20 3:30,146
3/31/20 4:30,158
3/31/20 5:30,550
3/31/20 6:30,1174
3/31/20 7:30,3727
3/31/20 8:30,10757
3/31/20 9:30,19057
3/31/20 10:30,24905
3/31/20 11:30,26510
3/31/20 12:30,17534
3/31/20 13:30,15032
3/31/20 14:30,15320
3/31/20 15:30,11586
3/31/20 16:30,10116
3/31/20 17:30,9204
3/31/20 18:30,13500
3/31/20 19:30,8242
3/31/20 20:30,6512
3/31/20 21:30,5784
3/31/20 22:30,2913
3/31/20 23:30,2265
4/1/20 0:30,1063
4/1/20 1:30,568
4/1/20 2:30,312
4/1/20 3:30,194
4/1/20 4:30,417
4/1/20 5:30,1144
4/1/20 6:30,1747
4/1/20 7:30,4125
4/1/20 8:30,11039
4/1/20 9:30,16242
4/1/20 10:30,23299
4/1/20 11:30,21166
4/1/20 12:30,18338
4/1/20 13:30,16011
4/1/20 14:30,16312
4/1/20 15:30,17052
4/1/20 16:30,14444
4/1/20 17:30,11891
4/1/20 18:30,9741
4/1/20 19:30,8192
4/1/20 20:30,6489
4/1/20 21:30,4422
4/1/20 22:30,3277
4/1/20 23:30,2403
4/2/20 0:30,1318
4/2/20 1:30,1135
4/2/20 2:30,565
4/2/20 3:30,637
4/2/20 4:30,597
4/2/20 5:30,935
4/2/20 6:30,1675
4/2/20 7:30,3642
4/2/20 8:30,8355
4/2/20 9:30,15906
4/2/20 10:30,23372
4/2/20 11:30,22681
4/2/20 12:30,20101
4/2/20 13:30,17137
4/2/20 14:30,16217
4/2/20 15:30,15765
4/2/20 16:30,13985
4/2/20 17:30,12782
4/2/20 18:30,10800
4/2/20 19:30,7957
4/2/20 20:30,5416
4/2/20 21:30,5584
4/2/20 22:30,3119
4/2/20 23:30,1971
4/3/20 0:30,923
4/3/20 1:30,768
4/3/20 2:30,414
4/3/20 3:30,516
4/3/20 4:30,283
4/3/20 5:30,1025
4/3/20 6:30,1654
4/3/20 7:30,3882
4/3/20 8:30,8992
4/3/20 9:30,18424
4/3/20 10:30,27996
4/3/20 11:30,25627
4/3/20 12:30,21416
4/3/20 13:30,21317
4/3/20 14:30,20564
4/3/20 15:30,17031
4/3/20 16:30,19044
4/3/20 17:30,34520
4/3/20 18:30,16643
4/3/20 19:30,11109
4/3/20 20:30,7732
4/3/20 21:30,5262
4/3/20 22:30,3363
4/3/20 23:30,1509
4/4/20 0:30,1141
4/4/20 1:30,692
4/4/20 2:30,344
4/4/20 3:30,155
4/4/20 4:30,280
4/4/20 5:30,450
4/4/20 6:30,661
4/4/20 7:30,550
4/4/20 8:30,948
4/4/20 9:30,2034
4/4/20 10:30,2457
4/4/20 11:30,2848
4/4/20 12:30,2418
4/4/20 13:30,1502
4/4/20 14:30,2127
4/4/20 15:30,2546
4/4/20 16:30,2302
4/4/20 17:30,1879
4/4/20 18:30,1844
4/4/20 19:30,2388
4/4/20 20:30,1507
4/4/20 21:30,1140
4/4/20 22:30,1002
4/4/20 23:30,443
4/5/20 0:30,393
4/5/20 1:30,356
4/5/20 2:30,56
4/5/20 3:30,153
4/5/20 4:30,60
4/5/20 5:30,252
4/5/20 6:30,409
4/5/20 7:30,446
4/5/20 8:30,854
4/5/20 9:30,1370
4/5/20 10:30,2076
4/5/20 11:30,1572
4/5/20 12:30,1404
4/5/20 13:30,1748
4/5/20 14:30,1874
4/5/20 15:30,2857
4/5/20 16:30,2096
4/5/20 17:30,2318
4/5/20 18:30,3093
4/5/20 19:30,2263
4/5/20 20:30,1484
4/5/20 21:30,1972
4/5/20 22:30,2611
4/5/20 23:30,1564
4/6/20 0:00,1564
4/6/20 0:30,687
4/6/20 1:30,413
4/6/20 2:30,186
4/6/20 3:30,150
4/6/20 4:30,200
4/6/20 5:30,1307
4/6/20 6:30,2574
4/6/20 7:30,7088
4/6/20 8:30,19513
4/6/20 9:30,43529
4/6/20 10:30,42640
4/6/20 11:30,39284
4/6/20 12:30,31054
4/6/20 13:30,24897
4/6/20 14:30,23735
4/6/20 15:30,21590
4/6/20 16:30,24749
4/6/20 17:30,22536
4/6/20 18:30,17715
4/6/20 19:30,13825
4/6/20 20:30,8337
4/6/20 21:30,5564
4/6/20 22:30,4607
4/6/20 23:30,2348
4/7/20 0:30,1776
4/7/20 1:30,822
4/7/20 2:30,911
4/7/20 3:30,524
4/7/20 4:30,452
4/7/20 5:30,683
4/7/20 6:30,1572
4/7/20 7:30,4119
4/7/20 8:30,11320
4/7/20 9:30,20380
4/7/20 10:30,25696
4/7/20 11:30,27885
4/7/20 12:30,23566
4/7/20 13:30,19874
4/7/20 14:30,24228
4/7/20 15:30,24212
4/7/20 16:30,36839
4/7/20 17:30,23690
4/7/20 18:30,15000
4/7/20 19:30,11422
4/7/20 20:30,7121
4/7/20 21:30,5779
4/7/20 22:30,3609
4/7/20 23:30,1962
4/8/20 0:30,1197
4/8/20 1:30,689
4/8/20 2:30,321
4/8/20 3:30,339
4/8/20 4:30,462
4/8/20 5:30,884
4/8/20 6:30,1588
4/8/20 7:30,3282
4/8/20 8:30,9702
4/8/20 9:30,17102
4/8/20 10:30,23967
4/8/20 11:30,24379
4/8/20 12:30,21027
4/8/20 13:30,18077
4/8/20 14:30,19638
4/8/20 15:30,16102
4/8/20 16:30,17086
4/8/20 17:30,13862
4/8/20 18:30,12298
4/8/20 19:30,9415
4/8/20 20:30,4994
4/8/20 21:30,4501
4/8/20 22:30,3363
4/8/20 23:30,2421
4/9/20 0:30,1203
4/9/20 1:30,841
4/9/20 2:30,762
4/9/20 3:30,388
4/9/20 4:30,267
4/9/20 5:30,655
4/9/20 6:30,1429
4/9/20 7:30,2784
4/9/20 8:30,7882
4/9/20 9:30,13688
4/9/20 10:30,20513
4/9/20 11:30,34689
4/9/20 12:30,26282
4/9/20 13:30,16120
4/9/20 14:30,14564
4/9/20 15:30,19536
4/9/20 16:30,19319
4/9/20 17:30,16546
4/9/20 18:30,13888
4/9/20 19:30,11405
4/9/20 20:30,6101
4/9/20 21:30,5095
4/9/20 22:30,2781
4/9/20 23:30,1877
4/10/20 0:30,1186
4/10/20 1:30,904
4/10/20 2:30,585
4/10/20 3:30,371
4/10/20 4:30,566
4/10/20 5:30,604
4/10/20 6:30,1348
4/10/20 7:30,3573
4/10/20 8:30,9534
4/10/20 9:30,18572
4/10/20 10:30,24206
4/10/20 11:30,25455
4/10/20 12:30,26366
4/10/20 13:30,28160
4/10/20 14:30,18207
4/10/20 15:30,19172
4/10/20 16:30,20564
4/10/20 17:30,18093
4/10/20 18:30,17418
4/10/20 19:30,14573
4/10/20 20:30,9479
4/10/20 21:30,6205
4/10/20 22:30,4262
4/10/20 23:30,1775
4/11/20 0:30,1277
4/11/20 1:30,1013
4/11/20 2:30,427
4/11/20 3:30,358
4/11/20 4:30,193
4/11/20 5:30,537
4/11/20 6:30,871
4/11/20 7:30,843
4/11/20 8:30,1491
4/11/20 9:30,2191
4/11/20 10:30,3006
4/11/20 11:30,3971
4/11/20 12:30,2512
4/11/20 13:30,2308
4/11/20 14:30,2454
4/11/20 15:30,1768
4/11/20 16:30,1968
4/11/20 17:30,1910
4/11/20 18:30,2461
4/11/20 19:30,2026
4/11/20 20:30,1868
4/11/20 21:30,1735
4/11/20 22:30,1169
4/11/20 23:30,1291
4/12/20 0:30,669
4/12/20 1:30,98
4/12/20 2:30,124
4/12/20 3:30,148
4/12/20 4:30,144
4/12/20 5:30,296
4/12/20 6:30,214
4/12/20 7:30,851
4/12/20 8:30,696
4/12/20 9:30,1400
4/12/20 10:30,2043
4/12/20 11:30,2962
4/12/20 12:30,2186
4/12/20 13:30,1408
4/12/20 14:30,1942
4/12/20 15:30,1573
4/12/20 16:30,2079
4/12/20 17:30,2152
4/12/20 18:30,3790
4/12/20 19:30,3041
4/12/20 20:30,2878
4/12/20 21:30,1663
4/12/20 22:30,1633
4/12/20 23:30,1651
4/13/20 0:00,1651
4/13/20 0:30,736
4/13/20 1:30,547
4/13/20 2:30,574
4/13/20 3:30,260
4/13/20 4:30,255
4/13/20 5:30,1038
4/13/20 6:30,1787
4/13/20 7:30,7542
4/13/20 8:30,18376
4/13/20 9:30,26717
4/13/20 10:30,25006
4/13/20 11:30,23703
4/13/20 12:30,26237
4/13/20 13:30,27790
4/13/20 14:30,22200
4/13/20 15:30,20543
4/13/20 16:30,20165
4/13/20 17:30,23458
4/13/20 18:30,18842
4/13/20 19:30,16251
4/13/20 20:30,11500
4/13/20 21:30,8584
4/13/20 22:30,5688
4/13/20 23:30,3167
4/14/20 0:30,1340
4/14/20 1:30,1076
4/14/20 2:30,773
4/14/20 3:30,393
4/14/20 4:30,957
4/14/20 5:30,1256
4/14/20 6:30,1964
4/14/20 7:30,4519
4/14/20 8:30,13505
4/14/20 9:30,24248
4/14/20 10:30,37889
4/14/20 11:30,46602
4/14/20 12:30,31719
4/14/20 13:30,35777
4/14/20 14:30,30495
4/14/20 15:30,27855
4/14/20 16:30,25514
4/14/20 17:30,17094
4/14/20 18:30,14003
4/14/20 19:30,12191
4/14/20 20:30,8856
4/14/20 21:30,5862
4/14/20 22:30,3771
4/14/20 23:30,2193
4/15/20 0:30,1660
4/15/20 1:30,1188
4/15/20 2:30,449
4/15/20 3:30,294
4/15/20 4:30,632
4/15/20 5:30,853
4/15/20 6:30,2062
4/15/20 7:30,3405
4/15/20 8:30,10317
4/15/20 9:30,22159
4/15/20 10:30,28458
4/15/20 11:30,34224
4/15/20 12:30,29846
4/15/20 13:30,25970
4/15/20 14:30,29167
4/15/20 15:30,32246
4/15/20 16:30,28092
4/15/20 17:30,21104
4/15/20 18:30,19362
4/15/20 19:30,13049
4/15/20 20:30,9898
4/15/20 21:30,5904
4/15/20 22:30,4271
4/15/20 23:30,1965
4/16/20 0:30,934
4/16/20 1:30,727
4/16/20 2:30,552
4/16/20 3:30,276
4/16/20 4:30,376
4/16/20 5:30,492
4/16/20 6:30,1056
4/16/20 7:30,4482
4/16/20 8:30,9827
4/16/20 9:30,20579
4/16/20 10:30,38324
4/16/20 11:30,41784
4/16/20 12:30,30283
4/16/20 13:30,25418
4/16/20 14:30,26499
4/16/20 15:30,26785
4/16/20 16:30,28928
4/16/20 17:30,19774
4/16/20 18:30,17164
4/16/20 19:30,14126
4/16/20 20:30,9462
4/16/20 21:30,5922
4/16/20 22:30,3334
4/16/20 23:30,2603
4/17/20 0:30,1129
4/17/20 1:30,809
4/17/20 2:30,511
4/17/20 3:30,217
4/17/20 4:30,215
4/17/20 5:30,826
4/17/20 6:30,1202
4/17/20 7:30,3681
4/17/20 8:30,10966
4/17/20 9:30,19829
4/17/20 10:30,43896
4/17/20 11:30,51008
4/17/20 12:30,39384
4/17/20 13:30,32206
4/17/20 14:30,30979
4/17/20 15:30,29397
4/17/20 16:30,26569
4/17/20 17:30,23207
4/17/20 18:30,19517
4/17/20 19:30,13272
4/17/20 20:30,10214
4/17/20 21:30,19979
4/17/20 22:30,11921
4/17/20 23:30,2263
4/18/20 0:30,851
4/18/20 1:30,652
4/18/20 2:30,214
4/18/20 3:30,206
4/18/20 4:30,362
4/18/20 5:30,524
4/18/20 6:30,652
4/18/20 7:30,1107
4/18/20 8:30,1279
4/18/20 9:30,2433
4/18/20 10:30,2994
4/18/20 11:30,4490
4/18/20 12:30,2123
4/18/20 13:30,2644
4/18/20 14:30,2688
4/18/20 15:30,3397
4/18/20 16:30,3140
4/18/20 17:30,1980
4/18/20 18:30,2543
4/18/20 19:30,2092
4/18/20 20:30,1976
4/18/20 21:30,1506
4/18/20 22:30,1654
4/18/20 23:30,681
4/19/20 0:30,723
4/19/20 1:30,202
4/19/20 2:30,100
4/19/20 3:30,103
4/19/20 4:30,59
4/19/20 5:30,198
4/19/20 6:30,528
4/19/20 7:30,905
4/19/20 8:30,1004
4/19/20 9:30,1259
4/19/20 10:30,1884
4/19/20 11:30,2508
4/19/20 12:30,1887
4/19/20 13:30,2274
4/19/20 14:30,1935
4/19/20 15:30,2174
4/19/20 16:30,3179
4/19/20 17:30,3743
4/19/20 18:30,3651
4/19/20 19:30,4102
4/19/20 20:30,2481
4/19/20 21:30,2820
4/19/20 22:30,2763
4/19/20 23:30,1997
4/20/20 0:00,1997
4/20/20 0:30,562
4/20/20 1:30,522
4/20/20 2:30,242
4/20/20 3:30,111
4/20/20 4:30,223
4/20/20 5:30,896
4/20/20 6:30,2009
4/20/20 7:30,7143
4/20/20 8:30,19005
4/20/20 9:30,29442
4/20/20 10:30,41655
4/20/20 11:30,42840
4/20/20 12:30,35076
4/20/20 13:30,26742
4/20/20 14:30,28704
4/20/20 15:30,31762
4/20/20 16:30,30774
4/20/20 17:30,21848
4/20/20 18:30,19244
4/20/20 19:30,15446
4/20/20 20:30,9785
4/20/20 21:30,7902
4/20/20 22:30,4451
4/20/20 23:30,3182
4/21/20 0:30,1982
4/21/20 1:30,782
4/21/20 2:30,303
4/21/20 3:30,239
4/21/20 4:30,364
4/21/20 5:30,1129
4/21/20 6:30,1552
4/21/20 7:30,4262
4/21/20 8:30,9975
4/21/20 9:30,21019
4/21/20 10:30,34057
4/21/20 11:30,31466
4/21/20 12:30,25929
4/21/20 13:30,24414
4/21/20 14:30,29857
4/21/20 15:30,27540
4/21/20 16:30,27359
4/21/20 17:30,22403
4/21/20 18:30,21501
4/21/20 19:30,16714
4/21/20 20:30,9770
4/21/20 21:30,8186
4/21/20 22:30,4576
4/21/20 23:30,2410
4/22/20 0:30,1209
4/22/20 1:30,1659
4/22/20 2:30,1048
4/22/20 3:30,1445
4/22/20 4:30,389
4/22/20 5:30,800
4/22/20 6:30,1425
4/22/20 7:30,3745
4/22/20 8:30,9997
4/22/20 9:30,21201
4/22/20 10:30,30342
4/22/20 11:30,36447
4/22/20 12:30,26911
4/22/20 13:30,25200
4/22/20 14:30,23914
4/22/20 15:30,23021
4/22/20 16:30,22539
4/22/20 17:30,20184
4/22/20 18:30,19035
4/22/20 19:30,14490
4/22/20 20:30,8760
4/22/20 21:30,7477
4/22/20 22:30,6031
4/22/20 23:30,3599
4/23/20 0:30,2527
4/23/20 1:30,902
4/23/20 2:30,384
